tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible,label,computed,refLabel,defaultValue
Resources,,keywords,string_array,,if(hricore === true && type?.some(item => item.name !== 'Network' && item.name !== 'Catalogue')) 'This field is mandatory for HRICore compatibility',,,,,,dcat:keyword,Keywords to increase findability of this resource. Try to use words that are not used in the description. Keywords are not displayed on the resource page,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,RWEStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,internal identifiers,refback,,,,Internal identifiers,,resource,,,Internal identifier(s) for this resource (e.g. UMCG register number),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging",,,,,
Resources,,external identifiers,refback,,,,External identifiers,,resource,,,External identifier(s) for this resource (e.g. EUPASS number or BBMRI persistent identifer),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,INTEGRATE",,,,,
Resources,,start year,int,,,,,,,,dcat:startDate,"The year when the resource started, e.g. when data or samples started to be collected or extracted, or when the resource was established","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,NetworksStaging,INTEGRATE",,,,,
Resources,,end year,int,,,,,,,,dcat:endDate,"The year the resource ceased, e.g. when data or sample collection was stopped","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,NetworksStaging,INTEGRATE",,,,,
Resources,,time span description,text,,,,,,,,,Description of time span,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,contact email,email,,,,,,,,,Contact e-mail address,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,INTEGRATE",,,,,
Resources,,logo,file,,,,,,,,,"Logo of the resource, for use on homepages etc.","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,status,ontology,,,CatalogueOntologies,Study status,,,,,Status of the study,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,conforms to,hyperlink,,,,,,,,dcterms:conformsTo,The specification of the catalog metadata schema,DataCatalogueFlat,,,,,
Resources,,has member relation,hyperlink,,,,,,,,"ldp:hasMemberRelation,dcat:record",This relation points to the URI of the custom relation/predicate used to relate the FAIR Data Point with its member catalogs. The object of this property MUST be fdp-o:metadataCatalog.,DataCatalogueFlat,,,,,
Resources,,issued,datetime,,,,,,,,"dcterms:issued,https://w3id.org/fdp/fdp-o#metadataIssued",When the data of the resource was first published,"DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,NetworksStaging,INTEGRATE",,,,,
Resources,,modified,datetime,,,,,,,,"dcterms:modified,https://w3id.org/fdp/fdp-o#metadataModified",When the data of the resource was last modified,"DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,NetworksStaging,INTEGRATE",,,,,
Resources,,design and structure,heading,,,,,,,,,Structure of the resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,design,ontology,,,CatalogueOntologies,Cohort designs,,,,,"The study design of this cohort, i.e. cross-sectional or longitudinal","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,design description,text,,,,,,,,dcterms:provenance,"Short description of the study design of this resource, if applicable","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,design schematic,file,,,,,,,,,A schematic depiction of the study design of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,data collection type,ontology_array,,,CatalogueOntologies,Cohort collection types,,,,,Retrospective or prospective data collection,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,data collection description,text,,,,,,,,dcterms:provenance,Describe the process of collection and recording of data,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,reason sustained,text,,,,,,,,dcterms:provenance,"Description of the reason why the data bank is sustained by the organisation (e.g. for surveillance, clinical purposes, financial or administrative purposes, research purposes)","DataCatalogueFlat,RWEStaging",,,,,
Resources,,record trigger,text,,,,,,,,,"What triggers the creation of a record in the data bank? e.g. planned collection events, hospital discharge, specialist encounter, dispensation of a medicinal product, recording of a congenital anomaly","DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,unit of observation,text,,,,,,,,,"Based on the record trigger or promt, what is the unit(s) of observation of a record (e.g. person, prescription)?","DataCatalogueFlat,RWEStaging",,,,,
Resources,,subpopulations,refback,,,,Subpopulations,,resource,,,"List of cohorts or subpopulations defined in this resource, if applicable","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,collection events,refback,,,,Collection events,,resource,,,"List of data/sample collection events defined for this collection, if applicable","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,data resources,ref_array,,,,Resources,,,,dcat:dataset,"List of other data collections included in this network, e.g. cohorts, biobanks or real world data sources. Do not list other networks or catalogues here","DataCatalogueFlat,EMA",,,,,
Resources,,part of networks,refback,,,,Resources,,data resources,,,List of other collections included in this resource,"DataCatalogueFlat,EMA",,,,,
Resources,,population,heading,,,,,,,,,Description of the population that is sampled in this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,number of participants,non_negative_int,,,,,,,,healthdcatap:numberOfUniqueIndividuals,Total number of individuals for which data is collected,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,number of participants with samples,non_negative_int,,,,,,,,,Number of individuals for which samples are collected,"DataCatalogueFlat,CohortsStaging,RWEStaging,UMCGCohortsStaging,INTEGRATE",,,,,
Resources,,underlying population,text,,,,,,,,healthdcatap:populationCoverage,Provide a summary description of the underlying population from which participants are sampled,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,population of interest,ontology_array,,,CatalogueOntologies,Population of interest,,,,,Select population of interest,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,population of interest other,text,,,,,,,,,"If population of interest is 'Other', please specify which other population has been studied","DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,countries,ontology_array,,,CatalogueOntologies,Countries,,,,dcterms:spatial,Countries where data/samples from this resource largely originate from,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,continents,ontology_array,,,CatalogueOntologies,Continents,,,,dcterms:spatial,Continent(s) where data/samples from this resource originate from,"DataCatalogueFlat,CohortsStaging",,,,,
Resources,,regions,ontology_array,,,CatalogueOntologies,Regions,,,,dcterms:spatial,Geographical regions where data/samples from this resource largely originate from,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,population age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Which population age groups are captured in this resource? Select all that are relevant,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,age min,non_negative_int,,,,,,,,healthdcatap:minimumTypicalAge,Minimum age of participants within this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,age max,non_negative_int,,,,,,,,healthdcatap:maximumTypicalAge,Maximum age of participants within this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,inclusion criteria,ontology_array,,,CatalogueOntologies,Inclusion Exclusion Criteria,,,,,Inclusion criteria applied to the participants of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,other inclusion criteria,text,,,,,,,,,Other inclusion criteria applied to the participants of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,exclusion criteria,ontology_array,,,CatalogueOntologies,Inclusion Exclusion Criteria,,,,,Exclusion criteria applied to the participants of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,other exclusion criteria,text,,,,,,,,,Other exclusion criteria applied to the participants of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,population entry,ontology_array,,,CatalogueOntologies,Population entry,,,,,Select the possible causes / events that trigger the registration of a person in the data source,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,population entry other,text,,,,,,,,,"If other, specify the causes of entry to the underlying population","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,population exit,ontology_array,,,CatalogueOntologies,Population exit,,,,,Select the possible causes / events that trigger the de-registration of a person in the data source,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,population exit other,text,,,,,,,,,"If other, specify the causes of exit from the underlying population","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,population disease,ontology_array,,,CatalogueOntologies,Diseases,,,,,Is information on a specific disease subpopulation collected (e.g. as in a disease-specific registry or cohort)?,"DataCatalogueFlat,CohortsStaging,RWEStaging,INTEGRATE",,,,,
Resources,,population oncology topology,ontology_array,,,CatalogueOntologies,ICDO topologies,,,,,"Is information on specific cancer subtype(s) collected? If yes, select topology specifications","DataCatalogueFlat,CohortsStaging,RWEStaging",,,,,
Resources,,population oncology morphology,ontology_array,,,CatalogueOntologies,ICDO morphologies,,,,,"Is information on specific cancer subtype(s) collected? If yes, select morphology specifications","DataCatalogueFlat,CohortsStaging,RWEStaging",,,,,
Resources,,population coverage,text,,,,,,,,,Estimated percentage of the population covered by the data source in the catchment area. Please describe the denominator,"DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,population not covered,text,,,,,,,,,"Description of the population covered by the data source in the catchment area whose data are not collected, where applicable (e.g. people who are registered only for private care) ","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,counts,refback,,,,Resource counts,,resource,,,Counts of e.g. samples defined for this resource,"DataCatalogueFlat,RWEStaging,StudiesStaging,INTEGRATE",,,,,
Resources,,contributors,heading,,,,,,,,,List of relevant collaborations,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,organisations involved,refback,,,,Organisations,,resource,,,Organisations involved in this resource and their role(s),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,NetworksStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,publisher,ref,,if(hricore === true) 'This field is mandatory for HRICore compatibility',,Organisations,,,,dcterms:publisher,"From organisations involved, point out the organisation that published this resource","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,NetworksStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,creator,ref_array,,if(hricore === true && type?.some(item => item.name !== 'Network' && item.name !== 'Catalogue')) 'This field is mandatory for HRICore compatibility',,Organisations,,,,dcterms:creator,"From organisations involved, point out the organisation(s) that created this resource","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,people involved,refback,,,,Contacts,,resource,,,Persons that contributed to this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,NetworksStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,contact point,ref,,if(hricore === true) 'This field is mandatory for HRICore compatibility',,Contacts,,,,dcat:contactPoint,"From people involved, point out the primary contact point for this resource","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,NetworksStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,child networks,ref_array,,,,Resources,,,,dcat:catalog,"List of networks, consortia or catalogues included in this network","DataCatalogueFlat,EMA",,,,,
Resources,,parent networks,refback,,,,Resources,,child networks,,,The consortia or networks that this resource is part of,"DataCatalogueFlat,EMA",,,,,
Resources,,available data and samples,heading,,,,,,,,,Data model and contents,"DataCatalogueFlat,EMA,RWEStaging,CohortsStaging",,,,,
Resources,,datasets,refback,,,,Datasets,,resource,,,List of datasets contained in this resouce if applicable,"DataCatalogueFlat,CohortsStaging,RWEStaging,StudiesStaging",,,,,
Resources,,samplesets,refback,,,,Samplesets,,resource,,,List of sample sets contained in this resource if applicable,"DataCatalogueFlat,CohortsStaging,RWEStaging,StudiesStaging",,,,,
Resources,,areas of information,ontology_array,,,CatalogueOntologies,Areas of information cohorts,,,,,Areas of information that were collected,"DataCatalogueFlat,CohortsStaging",,,,,
Resources,,areas of information rwd,ontology_array,,,CatalogueOntologies,Areas of information ds,,,,,Areas of information that were collected,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,quality of life other,text,,,,,,,,,"If 'other', specify additional quality of life measures","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,cause of death code other,text,,,,,,,,,"If 'other', what cause of death vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,indication vocabulary other,text,,,,,,,,,"If 'other', what indication for use vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,genetic data vocabulary other,text,,,,,,,,,"If 'other', what genetic data vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,care setting other,text,,,,,,,,,"If 'other', description of the setting of care","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,medicinal product vocabulary other,text,,,,,,,,,"If 'other', description of the medicinal product vocabulary","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,prescriptions vocabulary other,text,,,,,,,,,"If 'other', what prescriptions vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,dispensings vocabulary other,text,,,,,,,,,"If 'other', what dispensings vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,procedures vocabulary other,text,,,,,,,,,"If 'other', what procedures vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,biomarker data vocabulary other,text,,,,,,,,,"If 'other', what biomarker data vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,diagnosis medical event vocabulary other,text,,,,,,,,,"If 'other', what diagnosis medical event vocabulary is used?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,data dictionary available,bool,,,,,,,,,Are a data dictionary and a data model available?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,biospecimen collected,ontology_array,,,CatalogueOntologies,Biospecimens,,,,,"If the data bank contains biospecimens, what types of specimen","DataCatalogueFlat,RWEStaging",,,,,
Resources,,languages,ontology_array,,,CatalogueOntologies,Languages,,,,,Languages that the records are recorded in (ISO 639),"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,multiple entries,bool,,,,,,,,,Can there be multiple entries for a single person in the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,linkage,heading,,,,,,,,,Data linkage,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,has identifier,bool,,,,,,,,,Is there a unique identifier for a person in the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,identifier description,text,,,,,,,,,"Describe the variable that is used as a unique identifier for a person in the data bank. If the unique identifier is not at level of a person (for example hospital encounter), describe how this is translated to an individual level","DataCatalogueFlat,RWEStaging",,,,,
Resources,,prelinked,bool,,,,,,,,,Is the data from this data source linked to other data sources?,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCUCohorts",,,,,
Resources,,linkage options,text,,,,,,,,,Linkage options with additional data resources that are available for this resource,"DataCatalogueFlat,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,linkage possibility,bool,,,,,,,,,Can this data source be linked to other data sources?,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,linked resources,refback,,,,Linkages,,resource,,,List of resources that are or can be linked to this main resource,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,access conditions,heading,,,,,,,,,Access and validation information,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,informed consent type,ontology,,,CatalogueOntologies,Informed consent types,,,,,What type of informed consent was given for data resource?,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,informed consent required,ontology,,,CatalogueOntologies,Informed consent required,,,,,Is informed consent required for use of the data for research purposes?,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,informed consent other,text,,,,,,,,,"If 'other', describe the conditions when informed consent is required","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,access rights,ontology,,if(hricore === true && type?.some(item => item.name !== 'Network' && item.name !== 'Catalogue')) 'This field is mandatory for HRICore compatibility',CatalogueOntologies,Access rights,,,,dcterms:accessRights,"Information that indicates whether the resource is publicly accessible, has access restrictions or is not public. A default is set for non-public access, because most health datasets contain sensitive information and rules and licenses apply to get access. ","DataCatalogueFlat,EMA,RWEStaging,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= {name: 'Non public'}
Resources,,data access conditions,ontology_array,,,CatalogueOntologies,Data access conditions,,,,,Codes defining data access terms and conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,data use conditions,ontology_array,,,CatalogueOntologies,Data use conditions,,,,,Codes defining data use terms and conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,data access conditions description,text,,,,,,,,,Description of data access terms and use conditions,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,data access fee,bool,,,,,,,,,Does a fee apply to gain access to data of this resource?,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,access identifiable data,text,,,,,,,,,Can identifiable data be accessed in the data bank (including patient/practitioner name/practice name)?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,access identifiable data route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?","DataCatalogueFlat,RWEStaging",,,,,
Resources,,access subject details,bool,,,,,,,,,Can individual patients/practitioners/practices be contacted in the data bank?,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,access subject details route,text,,,,,,,,,"If yes to the above, what is the route to access or process this information? What permission is required?","DataCatalogueFlat,RWEStaging",,,,,
Resources,,access third party,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a third party?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,access third party conditions,text,,,,,,,,,"If above is 'yes', describe the conditions under which third-party access may be granted","DataCatalogueFlat,RWEStaging",,,,,
Resources,,access non EU,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a non-EU/EEA institution?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,access non EU conditions,text,,,,,,,,,"If yes to the above, describe the conditions under which non-EU/EEA access may be granted","DataCatalogueFlat,RWEStaging",,,,,
Resources,,biospecimen access,bool,,,,,,,,,"If the data bank contains biospecimens (e.g. tissue samples), can these be retrieved?","DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,biospecimen access conditions,text,,,,,,,,,"If yes to the above, describe the conditions under which permission to retrieve biospecimens may be granted","DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,governance details,text,,,,,,,,,"If available, provide a link to documents or webpages that describe the overall governance of the data source bank (governing data access or utilisation for research purposes by existing DAPs)","DataCatalogueFlat,RWEStaging",,,,,
Resources,,approval for publication,bool,,,,,,,,,Is an approval needed to publish the results of a study using the data,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,updates,heading,,,,,,,,,Information on the regularity of updates and time lags,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,release type,ontology,,,CatalogueOntologies,Release types,,,,dcterms:accrualPeriodicity,Select whether this resource is a closed dataset or whether new data is released continuously or at a termly basis,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,release description,text,,,,,,,,,Description of the release cycle of this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,number of records,int,,,,,,,,,Total number of unique records captured in the data bank (most recent count),"DataCatalogueFlat,RWEStaging",,,,,
Resources,,release frequency,int,,,,,,,,,Refreshing rate (in months),"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,refresh time,int,,,,,,,,,Average number of days between refresh of data bank with new records,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,lag time,int,,,,,,,,,How many days is the lag time after refresh before a record can be extracted? (e.g. a lag time may occur if the originator conducts quality checks),"DataCatalogueFlat,RWEStaging",,,,,
Resources,,refresh period,ontology_array,,,CatalogueOntologies,Refresh periods,,,,,"If data are refreshed on fixed dates (e.g. every June and December), when are the refreshes scheduled? Select all that apply from the following:","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,date last refresh,date,,,,,,,,,Date of last update/refresh,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,preservation,bool,,,,,,,,,Are records preserved in the data bank indefinitely?,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,preservation duration,int,,,,,,,,,"If 'no' to the above, for how long (in years) are records preserved in the data bank?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,quality,heading,,,,,,,,,List of relevant studies conducted using the data bank,"DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,standard operating procedures,bool,,,,,,,,,Is there a standard operating procedure document that defines the processes and procedures for data capture and management?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,qualification,bool,,,,,,,,,"Has the data source successfully undergone a formal qualification process (e.g. from the EMA, ISO or other certifications)?","DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,qualifications description,text,,,,,,,,,"Has the data source successfully undergone a qualification process (e.g. from the EMA)? If yes, describe the qualification(s) granted","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,audit possible,bool,,,,,,,,,"Are external parties allowed to audit the data? For example, is it possible for an external party to audit the quality or validity of the data source?","DataCatalogueFlat,RWEStaging",,,,,
Resources,,completeness,text,,,,,,,,,Describe the completeness of the data bank (e.g. variables with more or fewer missing values),"DataCatalogueFlat,RWEStaging",,,,,
Resources,,completeness over time,text,,,,,,,,,Describe any changes in completeness of the data bank (e.g. variables with more or fewer missing values) that have occurred  over time,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,completeness results,text,,,,,,,,,What methods or processes are applied to check completeness of the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,quality description,text,,,,,,,,,Describe the quality of the data bank (e.g. variables with more or fewer missing values),"DataCatalogueFlat,RWEStaging",,,,,
Resources,,quality over time,text,,,,,,,,,Describe any changes in quality of the data bank that have occurred  over time,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,access for validation,bool,,,,,,,,,"Can validity of the data in the data bank be verified, e.g. by review of origin medical charts?","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,quality validation frequency,text,,,,,,,,,How often are data quality checks and validation steps conducted on the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,quality validation methods,text,,,,,,,,,What methods or processes are applied for data quality checks and validation steps conducted on the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,correction methods,text,,,,,,,,,What methods or processes are applied to correct illogical values in the data bank?,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,quality validation results,,,,,,,,,,"If available, provide a link to a publication of the data quality check and validation results","DataCatalogueFlat,RWEStaging",,,,,
Resources,,standards,heading,,,,,,,,,Use of standard data models and ontologies,"DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,mappings to common data models,refback,,,,Dataset mappings,,source,,,Overview of dataset mappings available,"DataCatalogueFlat,RWEStaging",,,,,
Resources,,common data models other,text,,,,,,,,,"If not in list above, give the name of cdm(s) used by this data source","DataCatalogueFlat,EMA,RWEStaging",,,,,
Resources,,ETL standard vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,"Are data mapped to standardised vocabularies during ETL to the CDM? If yes, what vocabularies are used for events, such as diagnoses?","DataCatalogueFlat,RWEStaging,INTEGRATE",,,,,
Resources,,ETL standard vocabularies other,text,,,,,,,,,"If other, what other vocabularies are used?","DataCatalogueFlat,RWEStaging,INTEGRATE",,,,,
Resources,,information,heading,,,,,,,,,Other information,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,publications,refback,,,,Publications,,resource,,,Publication(s) about this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,funding sources,ontology_array,,,CatalogueOntologies,Funding types,,,,,Specify the main financial support sources for the data source in the last three years. Select all that apply,"DataCatalogueFlat,EMA,RWEStaging,INTEGRATE",,,,,
Resources,,funding scheme,ontology_array,,,CatalogueOntologies,Study funding,,,,,The source of funding for the study. Select all that apply,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,citation requirements,text,,,,,,,,,Citation regulation for this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCUCohorts",,,,,
Resources,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,"DataCatalogueFlat,CohortsStaging,RWEStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,provenance statement,text,,,,,,,,dcterms:provenance,"A statement of any changes in ownership and custody of a resource since its creation that are significant for its authenticity, integrity, and interpretation","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resources,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Resources,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this resource,"DataCatalogueFlat,CohortsStaging,RWEStaging",,,,,
